,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9,Unnamed: 10
37,,"@Timm Giesbers Die Aktion Transsexualität und Menschenrecht e.V. sieht das aber anders. Leider kann ich den Link hier (warum auch immer) nicht posten.<br><br>Dass die WHO Transsexualität nicht mehr als Störung definiert ist einfach nicht richtig. Es gibt dafür lediglich eine neue Kategorie der sexuellen Gesundheit und Transsexualität erscheint nicht mehr im klassischen ICD-Katalog. Wenn es keine Störung wäre, würden die Krankenkassen keinerlei Angleichung finanzieren, weshalb dafür offensichtlich eine neue Kategorie erstellt wurde.<br>Deine Aussage ist so NICHT richtig!",,,,L X,"@Timm Giesbers Die Aktion Transsexualität und Menschenrecht e.V. sieht das aber anders. Leider kann ich den Link hier (warum auch immer) nicht posten.<br><br>Dass die WHO Transsexualität nicht mehr als Störung definiert ist einfach nicht richtig. Es gibt dafür lediglich eine neue Kategorie der sexuellen Gesundheit und Transsexualität erscheint nicht mehr im klassischen ICD-Katalog. Wenn es keine Störung wäre, würden die Krankenkassen keinerlei Angleichung finanzieren, weshalb dafür offensichtlich eine neue Kategorie erstellt wurde.<br>Deine Aussage ist so NICHT richtig!",2021-02-13T14:49:51Z,2021-02-13T14:49:51Z,,
38,,"@Ya De also was im Tierreich vorkommt, muss noch lange nicht bei Menschen vorkommen oder normal sein. Tiere fressen zum Beispiel einander. Für Menschen deshalb auch normal????",,,,Tanja Wedel,"@Ya De also was im Tierreich vorkommt, muss noch lange nicht bei Menschen vorkommen oder normal sein. Tiere fressen zum Beispiel einander. Für Menschen deshalb auch normal????",2021-02-13T21:19:27Z,2021-02-13T21:19:27Z,,
39,,Erste-Welt-Probleme...,,,,Bettina Reinhardt,Erste-Welt-Probleme...,2021-02-14T08:33:10Z,2021-02-14T08:33:10Z,,
40,,"Ich versteh das Problem nicht? Subjektive Gefühle von einer völlig unbedeutenden Anzahl von Menschen, welche überhaupt keinen gesellschaftlichen Einfluss hat. Es wird erst einer wenn man darauf eingeht...<br><br>Komisch das ihr über so was berichtet, aber echte Themen wie zb.<br><br><a href=""https://de.m.wikipedia.org/wiki/Diskriminierung_Ostdeutscher"">https://de.m.wikipedia.org/wiki/Diskriminierung_Ostdeutscher</a><br><br>,das sieht man bei euch nicht... dabei ist das schon ziemlich krass.<br><br>Immerhin kann ich auf eine Bewerbung keinen vermerk machen, &quot;divers&quot; abgelehnt, da wird mir das AGG einen Husten... aber Ossi kann ich drauf schreiben und es passiert nichts... also ein echter faktischer Beweis für Diskriminierung nach jeder Definition und Humanisten und Philosophen haben da einen Konsens. Also all das was ihr sonnst nicht habt... ein echtes Problem und das führt zu echten und nachweisbaren Spannung und das zeigen die letzten 20 Jahre immer deutlicher, insbesondere das Wahlverhalten ist ein Top Indiz, aber ihr bringt solche Beiträge. Könnt ihr das mal erklären?",,,,tit for tat atoz,"Ich versteh das Problem nicht? Subjektive Gefühle von einer völlig unbedeutenden Anzahl von Menschen, welche überhaupt keinen gesellschaftlichen Einfluss hat. Es wird erst einer wenn man darauf eingeht...<br><br>Komisch das ihr über so was berichtet, aber echte Themen wie zb.<br><br><a href=""https://de.m.wikipedia.org/wiki/Diskriminierung_Ostdeutscher"">https://de.m.wikipedia.org/wiki/Diskriminierung_Ostdeutscher</a><br><br>,das sieht man bei euch nicht... dabei ist das schon ziemlich krass.<br><br>Immerhin kann ich auf eine Bewerbung keinen vermerk machen, &quot;divers&quot; abgelehnt, da wird mir das AGG einen Husten... aber Ossi kann ich drauf schreiben und es passiert nichts... also ein echter faktischer Beweis für Diskriminierung nach jeder Definition und Humanisten und Philosophen haben da einen Konsens. Also all das was ihr sonnst nicht habt... ein echtes Problem und das führt zu echten und nachweisbaren Spannung und das zeigen die letzten 20 Jahre immer deutlicher, insbesondere das Wahlverhalten ist ein Top Indiz, aber ihr bringt solche Beiträge. Könnt ihr das mal erklären?",2021-02-14T08:51:23Z,2021-02-14T08:51:23Z,,
41,,Mir ist es gleich welches Geschlecht mein Gegenüber hat. <br>Und ich frage mich bei dieser &quot;Es&quot; Diskussion hier welchen Einfluss der Film Das Schweigen der Lämmer hatte. Da hat der eine Böse (oder die Böse? Wollte ja ne Frau sein) die Opfer auch nur so angeredet.,,,,y,Mir ist es gleich welches Geschlecht mein Gegenüber hat. <br>Und ich frage mich bei dieser &quot;Es&quot; Diskussion hier welchen Einfluss der Film Das Schweigen der Lämmer hatte. Da hat der eine Böse (oder die Böse? Wollte ja ne Frau sein) die Opfer auch nur so angeredet.,2021-02-14T10:45:14Z,2021-02-14T10:45:14Z,,
42,,@Pep Flo Hast du das Video geguckt? <br>Wir haben vor der Pandemie angefangen zu drehen (ist im Übrigen auch mehrfach eingeblendet).,,,,Timm Giesbers,@Pep Flo Hast du das Video geguckt? <br>Wir haben vor der Pandemie angefangen zu drehen (ist im Übrigen auch mehrfach eingeblendet).,2021-02-14T18:09:49Z,2021-02-14T18:09:49Z,,
43,,"@tit for tat atoz Ich bin ja überhaupt nicht dafür „Relevanz“ von Themen miteinander aufzuwiegen. Vor allem weil wir hier ständig ganz unterschiedliche Themen behandeln.<br>Ich finde deinen Themenvorschlag spannend. Lass uns uns doch darüber austauschen? Schreibst du mir via: reporter-funk@<a href=""http://wdr.de/"">wdr.de</a>? <br><br>Würde mich freuen!",,,,Timm Giesbers,"@tit for tat atoz Ich bin ja überhaupt nicht dafür „Relevanz“ von Themen miteinander aufzuwiegen. Vor allem weil wir hier ständig ganz unterschiedliche Themen behandeln.<br>Ich finde deinen Themenvorschlag spannend. Lass uns uns doch darüber austauschen? Schreibst du mir via: reporter-funk@<a href=""http://wdr.de/"">wdr.de</a>? <br><br>Würde mich freuen!",2021-02-14T18:12:17Z,2021-02-14T18:12:17Z,,
44,,"was für ein Unicode Character ist das eigentlich, der kann bei mir nicht angezeigt werden",,,,Monsai,"was für ein Unicode Character ist das eigentlich, der kann bei mir nicht angezeigt werden",2021-02-14T20:32:03Z,2021-02-14T20:32:03Z,,
45,,"@Mario Krude Biologisch kann man natürlich nur eins von beiden sein, allerdings gibt es Menschen die sich mehr mit dem anderen oder gar keinem Identifizieren, da sie sich so eher wohl fühlen",,,,Monsai,"@Mario Krude Biologisch kann man natürlich nur eins von beiden sein, allerdings gibt es Menschen die sich mehr mit dem anderen oder gar keinem Identifizieren, da sie sich so eher wohl fühlen",2021-02-14T20:33:36Z,2021-02-14T20:33:36Z,,
46,,"@Tom NJ Hab mir das Video angeschaut - ich finde jeder darf sich identifizieren wie er/sie will, allerdings sollte niemand dazu gezwungen werden, was heißt, dass man niemanden sagen soll &quot;du darfst dein jetziges Geschlecht nicht mehr haben&quot; aber auch nicht &quot;du darfst dich nicht anders identifizieren&quot;",,,,Monsai,"@Tom NJ Hab mir das Video angeschaut - ich finde jeder darf sich identifizieren wie er/sie will, allerdings sollte niemand dazu gezwungen werden, was heißt, dass man niemanden sagen soll &quot;du darfst dein jetziges Geschlecht nicht mehr haben&quot; aber auch nicht &quot;du darfst dich nicht anders identifizieren&quot;",2021-02-14T20:40:44Z,2021-02-14T20:40:44Z,,
47,,"Bin selbst nicht-binär. Danke für den Beitrag. Wie man indem Kommentaren sieht, wissen viele nicht das es uns gibt 😅",,,,Mary Eckberger,"Bin selbst nicht-binär. Danke für den Beitrag. Wie man indem Kommentaren sieht, wissen viele nicht das es uns gibt 😅",2021-02-14T21:20:54Z,2021-02-14T21:20:54Z,,
48,,@Monsai das stimmt so nicht. Neben der psychischen /psychiatrischen Störungen gibt es da sehr wohl auch genetische Konstellationen die eben nicht klar einer der &quot;üblichen&quot; xx bzw. xy Geschlechter zuzuordnen ist.,,,,Mario Krude,@Monsai das stimmt so nicht. Neben der psychischen /psychiatrischen Störungen gibt es da sehr wohl auch genetische Konstellationen die eben nicht klar einer der &quot;üblichen&quot; xx bzw. xy Geschlechter zuzuordnen ist.,2021-02-15T05:12:55Z,2021-02-15T05:12:55Z,,
49,,"@Timm Giesbers   es freut mich zu lesen das dieses Thema interesse weckt. Ich bin jedoch kein kompetenter Ansprechpartner für diese Thematik, da gibt es Forscher und Humanisten, die viel besser Auskunft darüber geben, insbesondere bezüglich der staatlichen Ablehnung der Anerkennung und deren Folgen und das es zumindest aus meiner Sicht nur um Machterhalt geht.<br><br>Bezüglich der Meinung Relevanz und dem Aufwiegen, tut es mir leid, das nachfolgende Argument ist keines, die Menge an Themen, hat keine Relevanz für die Wichtigkeit, ebenso ergibt sich daraus keine Importanz, ergo, es bleibt deine persönliche Meinung. Ich habe nämlich auf die Importanz hingewiesen, welche Messbar ist.<br><br>Zum einen sind bei dem Thema Diskriminierung Ostdeutscher, weit aus mehr Menschen betroffen, was man natürlich als whataboutism abtun könnte, aber ebenso verwies ich auf den Fakt der Nachweisbaren Diskriminierung, welcher hier schlicht nicht existiert, hier geht es um Gefühle und wie eingangs erwähnt, subjektive persönliche Probleme von einer Gruppe von Menschen welche noch geringer ist, als die wirklich intersexuell betroffenen. Was Stand September 2020 gerade mal 413 Menschen waren. Auch ist hier die Drucksache Antwort auf die Drucksache 19/8199 sehr interessant um sich mal auszumahlen was das eigentlich für einen Impact hat, also die Wirkung dieser 413 Menschen auf 83 Millionen und das auf Basis von Gefühlen, auch hier stelle ich gleich klar, gäbe es ein berechtigtes Interesse, würde ich darin kein Problem sehen, aber es gibt halt keines, denn die binäre Zuordnung sorgt für keine Nachteile für diese Personengruppe.<br><br>In meinen Beispiel sieht das schon anders aus und ist erforscht und Nachgewiesen, hier liegt Diskriminierung vor, diese ist ja sogar anerkannt, der Witz ist ja, das Ostdeutsche nicht als kulturelle Gruppe anerkannt werden und dementsprechend keine rechte greifen, im Umkehrschluss erkannte man diverse im Sinne es biologischen Geschlechts an und zusätzlich sogar Menschen welche sich danach fühlen, was absolut fragwürdig ist.<br><br>Hier ergibt sich also eine Importanz, was eindeutig dieses Thema wichtiger und auch qualitativ im Bezug des abwegens auf ein Urteil, weitaus relevanter macht, insbesondere auf den Impact auf die Gesellschaft.<br><br>Laut Bundesverfassungsgericht ist es hier ein Bezug auf die Gleichstellung der Geschlechter und der Ehtikrat stimmt da natürlich zu, das klingt grob auch plausibel zumindest bezüglich dem Gendefekt also der wirklichen intersexualität. Beim wunsch irgendwas zu sein, ähm, eher nicht, soweit ich das Urteil im Kopf habe wird das auch nicht abgedeckt, was also hier schon irgendwie untergeht. Auch wurde euch ja schon gesagt, das der Titel, dem erwarteten nicht entspricht, ebenso habe ich Kommentare gelesen welche euch auf die Verwaltungsrichtlinien und Abläufe verwiesen haben, auch hier kommt keine Richtigstellung, ebenso ist deine persönliche Meinung sehr Stark vertreten, was im übrigen alles Punkte sind die gegen euren eigenen Kodex verstoßen.<br><br>Kennzeichnet es doch als Meinung von Person Xyz schon im Titel.<br><br>Eure Themen gehen alle ziemlich in eine Richtung und eure Meinung, welche immer wieder hervorscheint auch. Ich glaube hier war auch das Wohnungssuche Thema als Mensch mit Migrationshintergrund, der Beitrag verstößt auch gegen den Pressekodex, da ihr schlicht falsche Aussagen und sogar indirekt Unterstellungen in den Raum werft und Stellung bezieht. Auch eure Datenerhebung oder besser gesagt Recherche zeigt oft Lücken, welche euch auch regelmäßig aufgezeigt werden. Ich bin mir sicher, jeder macht Fehler und ich weiß nicht ob es eure Absicht ist oder nicht. Aber dafür das ihr mit Geldern finanziert werdet von uns allen, würde ich mir da schon mehr Quallität und weniger eigenen Meinung wünschen und vorallem kein bedienen dieses nervigen Narrativs. In eurem Beitrag hier ist nicht einmal dargelegt, warum es solange dauert, wo eigentlich die Probleme geben und ob es Sinn macht, welche folgen so was hat also die komplette Verfahrensseite wird nicht beleuchtet, aber es wird eine Meinung von euch darüber geäußert. Verstehe ich nicht.<br><br>Warum ich mich weiterhin nicht vis Mail mit der bzw euch in Verbindung setze ist mangelndes Vertrauen euch gegenüber. Ich persönliche befürchte eine Rufschädigung und ggf sogar Jobverlust etc pp. Und das sollte euch persönlich am meisten zu denken geben, alles andere sind Meinungsverschiedenheiten und andere Ansichten, das könnte man klären, aber diesen Vertrauensmangel nicht. Also tut mir leid aber eine andere Kommunikation kommt für mich derzeit nicht in Frage.<br><br>Trotzdem würde ich mich über einen Betrag zu dem Thema Diskriminierung Ostdeutscher freuen, gern auch mit Humanisten, Philosophen und natürlich der Politik, insbesondere bezüglich der Angleichung von Gehältern, Jobs, Positionen in Wirtschaft und Politik, ebens Lebensstandards und Qualität etc pp.",,,,tit for tat atoz,"@Timm Giesbers   es freut mich zu lesen das dieses Thema interesse weckt. Ich bin jedoch kein kompetenter Ansprechpartner für diese Thematik, da gibt es Forscher und Humanisten, die viel besser Auskunft darüber geben, insbesondere bezüglich der staatlichen Ablehnung der Anerkennung und deren Folgen und das es zumindest aus meiner Sicht nur um Machterhalt geht.<br><br>Bezüglich der Meinung Relevanz und dem Aufwiegen, tut es mir leid, das nachfolgende Argument ist keines, die Menge an Themen, hat keine Relevanz für die Wichtigkeit, ebenso ergibt sich daraus keine Importanz, ergo, es bleibt deine persönliche Meinung. Ich habe nämlich auf die Importanz hingewiesen, welche Messbar ist.<br><br>Zum einen sind bei dem Thema Diskriminierung Ostdeutscher, weit aus mehr Menschen betroffen, was man natürlich als whataboutism abtun könnte, aber ebenso verwies ich auf den Fakt der Nachweisbaren Diskriminierung, welcher hier schlicht nicht existiert, hier geht es um Gefühle und wie eingangs erwähnt, subjektive persönliche Probleme von einer Gruppe von Menschen welche noch geringer ist, als die wirklich intersexuell betroffenen. Was Stand September 2020 gerade mal 413 Menschen waren. Auch ist hier die Drucksache Antwort auf die Drucksache 19/8199 sehr interessant um sich mal auszumahlen was das eigentlich für einen Impact hat, also die Wirkung dieser 413 Menschen auf 83 Millionen und das auf Basis von Gefühlen, auch hier stelle ich gleich klar, gäbe es ein berechtigtes Interesse, würde ich darin kein Problem sehen, aber es gibt halt keines, denn die binäre Zuordnung sorgt für keine Nachteile für diese Personengruppe.<br><br>In meinen Beispiel sieht das schon anders aus und ist erforscht und Nachgewiesen, hier liegt Diskriminierung vor, diese ist ja sogar anerkannt, der Witz ist ja, das Ostdeutsche nicht als kulturelle Gruppe anerkannt werden und dementsprechend keine rechte greifen, im Umkehrschluss erkannte man diverse im Sinne es biologischen Geschlechts an und zusätzlich sogar Menschen welche sich danach fühlen, was absolut fragwürdig ist.<br><br>Hier ergibt sich also eine Importanz, was eindeutig dieses Thema wichtiger und auch qualitativ im Bezug des abwegens auf ein Urteil, weitaus relevanter macht, insbesondere auf den Impact auf die Gesellschaft.<br><br>Laut Bundesverfassungsgericht ist es hier ein Bezug auf die Gleichstellung der Geschlechter und der Ehtikrat stimmt da natürlich zu, das klingt grob auch plausibel zumindest bezüglich dem Gendefekt also der wirklichen intersexualität. Beim wunsch irgendwas zu sein, ähm, eher nicht, soweit ich das Urteil im Kopf habe wird das auch nicht abgedeckt, was also hier schon irgendwie untergeht. Auch wurde euch ja schon gesagt, das der Titel, dem erwarteten nicht entspricht, ebenso habe ich Kommentare gelesen welche euch auf die Verwaltungsrichtlinien und Abläufe verwiesen haben, auch hier kommt keine Richtigstellung, ebenso ist deine persönliche Meinung sehr Stark vertreten, was im übrigen alles Punkte sind die gegen euren eigenen Kodex verstoßen.<br><br>Kennzeichnet es doch als Meinung von Person Xyz schon im Titel.<br><br>Eure Themen gehen alle ziemlich in eine Richtung und eure Meinung, welche immer wieder hervorscheint auch. Ich glaube hier war auch das Wohnungssuche Thema als Mensch mit Migrationshintergrund, der Beitrag verstößt auch gegen den Pressekodex, da ihr schlicht falsche Aussagen und sogar indirekt Unterstellungen in den Raum werft und Stellung bezieht. Auch eure Datenerhebung oder besser gesagt Recherche zeigt oft Lücken, welche euch auch regelmäßig aufgezeigt werden. Ich bin mir sicher, jeder macht Fehler und ich weiß nicht ob es eure Absicht ist oder nicht. Aber dafür das ihr mit Geldern finanziert werdet von uns allen, würde ich mir da schon mehr Quallität und weniger eigenen Meinung wünschen und vorallem kein bedienen dieses nervigen Narrativs. In eurem Beitrag hier ist nicht einmal dargelegt, warum es solange dauert, wo eigentlich die Probleme geben und ob es Sinn macht, welche folgen so was hat also die komplette Verfahrensseite wird nicht beleuchtet, aber es wird eine Meinung von euch darüber geäußert. Verstehe ich nicht.<br><br>Warum ich mich weiterhin nicht vis Mail mit der bzw euch in Verbindung setze ist mangelndes Vertrauen euch gegenüber. Ich persönliche befürchte eine Rufschädigung und ggf sogar Jobverlust etc pp. Und das sollte euch persönlich am meisten zu denken geben, alles andere sind Meinungsverschiedenheiten und andere Ansichten, das könnte man klären, aber diesen Vertrauensmangel nicht. Also tut mir leid aber eine andere Kommunikation kommt für mich derzeit nicht in Frage.<br><br>Trotzdem würde ich mich über einen Betrag zu dem Thema Diskriminierung Ostdeutscher freuen, gern auch mit Humanisten, Philosophen und natürlich der Politik, insbesondere bezüglich der Angleichung von Gehältern, Jobs, Positionen in Wirtschaft und Politik, ebens Lebensstandards und Qualität etc pp.",2021-02-15T10:56:08Z,2021-02-15T10:56:08Z,,
